Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Cristiano Piccini,Valencia CF,28,Defender,Italy,1980000.0,1,La Liga
Wladimiro Falcone,UC Sampdoria,26,Goalkeeper,Italy,1980000.0,3,Serie A
Ryad Boudebouz,AS Saint-Étienne,31,midfield,Algeria,1980000.0,1,Ligue 1
Juan Cruz,CA Osasuna,29,Defender,Spain,1980000.0,2,La Liga
Víctor Ruiz,Real Betis Balompié,32,Defender,Spain,1980000.0,2,La Liga
Francesco Cassata,Genoa CFC,24,midfield,Italy,1980000.0,fail,Serie A
Choco Lozano,Cádiz CF,28,attack,Honduras,1980000.0,2,La Liga
Jordan Lukaku,SS Lazio,27,Defender,Belgium,1980000.0,1,Serie A
Jan Paul van Hecke,Brighton &amp; Hove Albion,21,Defender,Netherlands,1980000.0,2,Premier League
Daishawn Redan,Hertha BSC,20,attack,Netherlands,1980000.0,3,Bundesliga
Anthony Musaba,AS Monaco,20,attack,Netherlands,1980000.0,4,Ligue 1
Etrit Berisha,Torino FC,32,Goalkeeper,Albania,1980000.0,3,Serie A
Alexander Hack,1.FSV Mainz 05,27,Defender,Germany,1800000.0,3,Bundesliga
Mikel Vesga,Athletic Bilbao,28,midfield,Spain,1800000.0,3,La Liga
Stefan Bell,1.FSV Mainz 05,29,Defender,Germany,1800000.0,2,Bundesliga
Thomas Ouwejan,FC Schalke 04,24,Defender,Netherlands,1800000.0,1,Bundesliga
Tudor Baluta,Brighton &amp; Hove Albion,22,midfield,Romania,1800000.0,1,Premier League
Joe Scally,Borussia Mönchengladbach,18,Defender,United States,1800000.0,fail,Bundesliga
Finn Dahmen,1.FSV Mainz 05,23,Goalkeeper,Germany,1800000.0,2,Bundesliga
Janni Serra,Arminia Bielefeld,23,attack,Germany,1800000.0,4,Bundesliga
Iñigo Córdoba,Athletic Bilbao,24,attack,Spain,1800000.0,1,La Liga
Jordan Beyer,Borussia Mönchengladbach,21,Defender,Germany,1800000.0,1,Bundesliga
Rubén Yáñez,Getafe CF,27,Goalkeeper,Spain,1800000.0,2,La Liga
Omar Marmoush,VfL Wolfsburg,22,attack,Egypt,1800000.0,2,Bundesliga
Aboubakar Kamara,Fulham FC,26,attack,Mauritania,1800000.0,3,Premier League
Damien Da Silva,Olympique Lyon,33,Defender,France,1800000.0,2,Ligue 1
Jack Butland,Crystal Palace,28,Goalkeeper,England,1800000.0,2,Premier League
Mark Noble,West Ham United,34,midfield,England,1800000.0,1,Premier League
Allan Nyom,Getafe CF,33,Defender,Cameroon,1800000.0,1,La Liga
Daniel Ginczek,VfL Wolfsburg,30,attack,Germany,1800000.0,1,Bundesliga
André Anderson,SS Lazio,21,midfield,Italy,1800000.0,2,Serie A
Bryan Lasme,Arminia Bielefeld,22,attack,France,1800000.0,4,Bundesliga
Daniel Caligiuri,FC Augsburg,33,attack,Italy,1800000.0,2,Bundesliga
Will Smallbone,Southampton FC,21,midfield,Ireland,1800000.0,3,Premier League
Étienne Capoue,Villarreal CF,33,midfield,France,1800000.0,2,La Liga
Raphael Framberger,FC Augsburg,25,Defender,Germany,1800000.0,3,Bundesliga
Tobias Strobl,FC Augsburg,31,midfield,Germany,1800000.0,2,Bundesliga
Fredrik Jensen,FC Augsburg,23,midfield,Finland,1800000.0,2,Bundesliga
Martín Montoya,Real Betis Balompié,30,Defender,Spain,1800000.0,3,La Liga
Diego Godín,Cagliari Calcio,35,Defender,Uruguay,1800000.0,2,Serie A
Atakan Karazor,VfB Stuttgart,24,Defender,Germany,1800000.0,2,Bundesliga
Edoardo Goldaniga,US Sassuolo,27,Defender,Italy,1800000.0,1,Serie A
Paolo Faragò,Cagliari Calcio,28,Defender,Italy,1800000.0,1,Serie A
Ebrima Darboe,AS Roma,20,midfield,The Gambia,1800000.0,2,Serie A
Maximilian Beier,TSG 1899 Hoffenheim,18,attack,Germany,1800000.0,3,Bundesliga
Florin Andone,Brighton &amp; Hove Albion,28,attack,Romania,1800000.0,2,Premier League
Steven Sessegnon,Fulham FC,21,Defender,England,1800000.0,1,Premier League
Davide Santon,AS Roma,30,Defender,Italy,1800000.0,1,Serie A
Luca Ceppitelli,Cagliari Calcio,32,Defender,Italy,1800000.0,1,Serie A
Stefan Radu,SS Lazio,34,Defender,Romania,1800000.0,2,Serie A
Louis Schaub,1. FC Köln,26,midfield,Austria,1800000.0,1,Bundesliga
Dimitrije Kamenovic,SS Lazio,21,Defender,Serbia,1800000.0,5,Serie A
Ricardo Rodríguez,Torino FC,28,Defender,Switzerland,1800000.0,3,Serie A
Marco Sportiello,Atalanta BC,29,Goalkeeper,Italy,1800000.0,1,Serie A
Sebastian Vasiliadis,Arminia Bielefeld,23,midfield,Greece,1800000.0,3,Bundesliga
Lars Lukas Mai,SV Werder Bremen,21,Defender,Germany,1800000.0,1,Bundesliga
Mike van der Hoorn,Arminia Bielefeld,28,Defender,Netherlands,1800000.0,2,Bundesliga
Óscar de Marcos,Athletic Bilbao,32,Defender,Spain,1800000.0,1,La Liga
Lukas Klünter,Hertha BSC,25,Defender,Germany,1800000.0,1,Bundesliga
Kevin-Prince Boateng,Hertha BSC,34,midfield,Ghana,1800000.0,1,Bundesliga
Yannik Keitel,SC Freiburg,21,midfield,Germany,1800000.0,3,Bundesliga
Aleksa Terzic,ACF Fiorentina,21,Defender,Serbia,1800000.0,3,Serie A
James McArthur,Crystal Palace,33,midfield,Scotland,1800000.0,1,Premier League
Sofian Kiyine,SS Lazio,23,midfield,Morocco,1800000.0,3,Serie A
Tomás Rincón,Torino FC,33,midfield,Venezuela,1800000.0,1,Serie A
Paul Jaeckel,1.FC Union Berlin,23,Defender,Germany,1800000.0,fail,Bundesliga
Nathan Tella,Southampton FC,22,attack,England,1800000.0,2,Premier League
Cristian Ansaldi,Torino FC,34,Defender,Argentina,1800000.0,1,Serie A
Aitor Ruibal,Real Betis Balompié,25,attack,Spain,1800000.0,4,La Liga
Vicente Guaita,Crystal Palace,34,Goalkeeper,Spain,1800000.0,2,Premier League
Zidan Sertdemir,Bayer 04 Leverkusen,16,midfield,Denmark,1800000.0,3,Bundesliga
Jack Robinson,Sheffield United,27,Defender,England,1800000.0,1,Premier League
Luke Freeman,Sheffield United,29,midfield,England,1800000.0,1,Premier League
Ben Osborn,Sheffield United,27,midfield,England,1800000.0,1,Premier League
Evann Guessand,OGC Nice,20,attack,France,1800000.0,2,Ligue 1
Lorenzo Tonelli,UC Sampdoria,31,Defender,Italy,1800000.0,1,Serie A
Fernandinho,Manchester City,36,midfield,Brazil,1800000.0,1,Premier League
Cameron Carter-Vickers,Tottenham Hotspur,23,Defender,United States,1800000.0,1,Premier League
Alexis Trouillet,OGC Nice,20,midfield,France,1800000.0,3,Ligue 1
Aimen Moueffek,AS Saint-Étienne,20,midfield,France,1800000.0,3,Ligue 1
Jeroen Zoet,Spezia Calcio,30,Goalkeeper,Netherlands,1800000.0,1,Serie A
Jorge Pulido,SD Huesca,30,Defender,Spain,1800000.0,1,La Liga
Ionut Nedelcearu,FC Crotone,25,Defender,Romania,1800000.0,3,Serie A
Yan Eteki,Granada CF,23,midfield,Cameroon,1800000.0,1,La Liga
Ben Woodburn,Liverpool FC,21,midfield,Wales,1800000.0,1,Premier League
Diego Falcinelli,Bologna FC 1909,30,attack,Italy,1800000.0,1,Serie A
Roberto Insigne,Benevento Calcio,27,attack,Italy,1800000.0,1,Serie A
Dereck Kutesa,Stade Reims,23,attack,Switzerland,1800000.0,2,Ligue 1
Jimmy Cabot,SCO Angers,27,attack,France,1800000.0,2,Ligue 1
Riccardo Gagliolo,Parma Calcio 1913,31,Defender,Sweden,1800000.0,1,Serie A
Enzo Roco,Elche CF,29,Defender,Chile,1800000.0,2,La Liga
Abdoul Kader Bamba,FC Nantes,27,attack,France,1800000.0,3,Ligue 1
Charles Traoré,FC Nantes,29,Defender,Mali,1800000.0,2,Ligue 1
Félix Correia,Parma Calcio 1913,20,attack,Portugal,1800000.0,1,Serie A
Conor Townsend,West Bromwich Albion,28,Defender,England,1800000.0,3,Premier League
Romaine Sawyers,West Bromwich Albion,29,midfield,St. Kitts &amp; Nevis,1800000.0,1,Premier League
Lebo Mothiba,RC Strasbourg Alsace,25,attack,South Africa,1800000.0,2,Ligue 1
Majeed Waris,RC Strasbourg Alsace,29,attack,Ghana,1800000.0,1,Ligue 1
Anthony Limbombe,FC Nantes,27,attack,Belgium,1800000.0,2,Ligue 1
Léo Sena,Spezia Calcio,25,midfield,Brazil,1800000.0,3,Serie A
Nacho Vidal,CA Osasuna,26,Defender,Spain,1800000.0,4,La Liga
Gastón Brugman,Parma Calcio 1913,28,midfield,Uruguay,1800000.0,2,Serie A
Kalifa Coulibaly,FC Nantes,29,attack,Mali,1800000.0,1,Ligue 1
Renaud Emond,FC Nantes,29,attack,Belgium,1800000.0,1,Ligue 1
Kenneth Zohore,West Bromwich Albion,27,attack,Denmark,1800000.0,2,Premier League
Jordi Masip,Real Valladolid CF,32,Goalkeeper,Spain,1800000.0,1,La Liga
Sanjin Prcic,RC Strasbourg Alsace,27,midfield,Bosnia-Herzegovina,1800000.0,1,Ligue 1
Patrick Roberts,Manchester City,24,attack,England,1800000.0,1,Premier League
Édgar Badía,Elche CF,29,Goalkeeper,Spain,1800000.0,1,La Liga
Chris Basham,Sheffield United,33,Defender,England,1800000.0,1,Premier League
Moussa Doumbia,Stade Reims,27,attack,Mali,1800000.0,1,Ligue 1
Luan Peres,Olympique Marseille,27,Defender,Brazil,1800000.0,4,Ligue 1
Sofiane Alakouch,FC Metz,23,Defender,France,1800000.0,4,Ligue 1
Godfred Donsah,Bologna FC 1909,25,midfield,Ghana,1800000.0,1,Serie A
Jorge Miramón,Levante UD,32,Defender,Spain,1800000.0,1,La Liga
Amine Bassi,FC Metz,23,midfield,Morocco,1800000.0,4,Ligue 1
Adam Forshaw,Leeds United,29,midfield,England,1800000.0,1,Premier League
Antonino La Gumina,UC Sampdoria,25,attack,Italy,1800000.0,3,Serie A
Patrick Burner,Nîmes Olympique,25,Defender,Martinique,1800000.0,3,Ligue 1
Pelé,AS Monaco,29,midfield,Guinea-Bissau,1800000.0,2,Ligue 1
Antonio Barreca,AS Monaco,26,Defender,Italy,1800000.0,2,Ligue 1
Bruno Amione,Hellas Verona,19,Defender,Argentina,1800000.0,4,Serie A
Przemyslaw Frankowski,RC Lens,26,attack,Poland,1800000.0,5,Ligue 1
Stefano Okaka,Udinese Calcio,32,attack,Italy,1800000.0,1,Serie A
Lenny Pintor,Olympique Lyon,21,attack,France,1800000.0,2,Ligue 1
Thomas Monconduit,FC Lorient,30,midfield,France,1800000.0,2,Ligue 1
Milan Badelj,Genoa CFC,32,midfield,Croatia,1800000.0,2,Serie A
Loris Karius,Liverpool FC,28,Goalkeeper,Germany,1800000.0,1,Premier League
Kristoffer Klaesson,Leeds United,20,Goalkeeper,Norway,1800000.0,4,Premier League
Salvi Sánchez,Cádiz CF,30,attack,Spain,1800000.0,1,La Liga
Steve Mandanda,Olympique Marseille,36,Goalkeeper,France,1800000.0,3,Ligue 1
Gaetano Letizia,Benevento Calcio,31,Defender,Italy,1800000.0,1,Serie A
Guido Carrillo,Elche CF,30,attack,Argentina,1800000.0,1,La Liga
Johan Mojica,Elche CF,28,Defender,Colombia,1800000.0,3,La Liga
Fidel,Elche CF,31,attack,Spain,1800000.0,1,La Liga
Baptiste Reynet,Dijon FCO,30,Goalkeeper,France,1800000.0,3,Ligue 1
Bryan Soumaré,Dijon FCO,22,midfield,France,1800000.0,3,Ligue 1
Kamil Glik,Benevento Calcio,33,Defender,Poland,1800000.0,2,Serie A
Sébastien Corchia,FC Nantes,30,Defender,France,1800000.0,2,Ligue 1
Hianga'a Mbock,Stade Brestois 29,21,midfield,France,1800000.0,3,Ligue 1
Stefano Sabelli,Genoa CFC,28,Defender,Italy,1710000.0,4,Serie A
Romain Thomas,SCO Angers,33,Defender,France,1620000.0,1,Ligue 1
Nikola Vukcevic,Levante UD,29,midfield,Montenegro,1620000.0,1,La Liga
Timo Hübers,1. FC Köln,25,Defender,Germany,1620000.0,2,Bundesliga
Miguel Trauco,AS Saint-Étienne,28,Defender,Peru,1620000.0,1,Ligue 1
Fábio,FC Nantes,31,Defender,Brazil,1620000.0,1,Ligue 1
Dennis Appiah,FC Nantes,29,Defender,France,1620000.0,2,Ligue 1
Ximo Navarro,Deportivo Alavés,31,Defender,Spain,1620000.0,1,La Liga
Darko Brasanac,CA Osasuna,29,midfield,Serbia,1620000.0,2,La Liga
Alex Ferrari,UC Sampdoria,27,Defender,Italy,1620000.0,4,Serie A
Ragnar Ache,Eintracht Frankfurt,23,attack,Germany,1620000.0,4,Bundesliga
Carlos Bacca,Granada CF,34,attack,Colombia,1620000.0,1,La Liga
Paul Nardi,FC Lorient,27,Goalkeeper,France,1620000.0,2,Ligue 1
Artur Ionita,Benevento Calcio,30,midfield,Moldova,1620000.0,2,Serie A
Ajdin Hrustic,Eintracht Frankfurt,25,midfield,Australia,1620000.0,2,Bundesliga
Jon Guridi,Real Sociedad,26,midfield,Spain,1620000.0,3,La Liga
Niccolò Zanellato,FC Crotone,23,midfield,Italy,1620000.0,fail,Serie A
Thomas Delaine,FC Metz,29,Defender,France,1620000.0,1,Ligue 1
Naouirou Ahamada,VfB Stuttgart,19,midfield,France,1620000.0,4,Bundesliga
Pere Milla,Elche CF,28,attack,Spain,1620000.0,1,La Liga
Marçal,Wolverhampton Wanderers,32,Defender,Brazil,1620000.0,1,Premier League
Leon Dajaku,1.FC Union Berlin,20,attack,Germany,1620000.0,1,Bundesliga
Luca Palmiero,SSC Napoli,25,midfield,Italy,1620000.0,2,Serie A
Lucas Perrin,RC Strasbourg Alsace,22,Defender,France,1620000.0,1,Ligue 1
Gianluca Gaetano,SSC Napoli,21,midfield,Italy,1620000.0,2,Serie A
Florian Miguel,SD Huesca,24,Defender,France,1620000.0,2,La Liga
Koffi Djidji,Torino FC,28,Defender,Cote d'Ivoire,1620000.0,2,Serie A
Daniel Didavi,VfB Stuttgart,31,midfield,Germany,1620000.0,1,Bundesliga
Manuel Prietl,Arminia Bielefeld,30,midfield,Austria,1620000.0,3,Bundesliga
Kingsley Ehizibue,1. FC Köln,26,Defender,Nigeria,1530000.0,2,Bundesliga
Cedric Teuchert,1.FC Union Berlin,24,attack,Germany,1530000.0,2,Bundesliga
Andreas Voglsammer,1.FC Union Berlin,29,attack,Germany,1530000.0,fail,Bundesliga
Marius Bülter,FC Schalke 04,28,attack,Germany,1530000.0,3,Bundesliga
Riccardo Saponara,ACF Fiorentina,29,midfield,Italy,1530000.0,1,Serie A
Stefan Ilsanker,Eintracht Frankfurt,32,midfield,Austria,1530000.0,1,Bundesliga
Luis Rojas,FC Crotone,19,midfield,Chile,1530000.0,3,Serie A
Yerson Mosquera,Wolverhampton Wanderers,20,Defender,Colombia,1530000.0,5,Premier League
Marwin Hitz,Borussia Dortmund,33,Goalkeeper,Switzerland,1530000.0,2,Bundesliga
Kasim Adams,TSG 1899 Hoffenheim,26,Defender,Ghana,1530000.0,2,Bundesliga
Enrico Del Prato,Atalanta BC,21,Defender,Italy,1530000.0,1,Serie A
Corentin Jean,RC Lens,26,attack,France,1440000.0,2,Ligue 1
Farid El Melali,SCO Angers,24,attack,Algeria,1440000.0,2,Ligue 1
Yassine Benzia,Dijon FCO,26,midfield,Algeria,1440000.0,2,Ligue 1
Alexandros Katranis,AS Saint-Étienne,23,Defender,Greece,1440000.0,1,Ligue 1
Owen Otasowie,Wolverhampton Wanderers,20,midfield,United States,1350000.0,1,Premier League
Denys Bain,Stade Brestois 29,28,Defender,France,1350000.0,1,Ligue 1
Dani Gómez,Levante UD,23,attack,Spain,1350000.0,4,La Liga
Wesley Saïd,RC Lens,26,attack,France,1350000.0,3,Ligue 1
Aleksandar Kolarov,Inter Milan,35,Defender,Serbia,1350000.0,1,Serie A
David Timor,Getafe CF,31,midfield,Spain,1350000.0,1,La Liga
Alessandro Schöpf,Arminia Bielefeld,27,midfield,Austria,1350000.0,2,Bundesliga
José Fonte,LOSC Lille,37,Defender,Portugal,1350000.0,1,Ligue 1
Lukasz Fabianski,West Ham United,36,Goalkeeper,Poland,1350000.0,1,Premier League
Darren Randolph,West Ham United,34,Goalkeeper,Ireland,1350000.0,2,Premier League
Damián Suárez,Getafe CF,33,Defender,Uruguay,1350000.0,1,La Liga
Tete Morente,Elche CF,24,attack,Spain,1350000.0,3,La Liga
Iñigo Lekue,Athletic Bilbao,28,Defender,Spain,1350000.0,2,La Liga
Iza Carcelén,Cádiz CF,28,Defender,Spain,1350000.0,2,La Liga
Marcos Mauro,Cádiz CF,30,Defender,Argentina,1350000.0,1,La Liga
Rubén Sobrino,Valencia CF,29,attack,Spain,1350000.0,1,La Liga
Hans Nicolussi Caviglia,Juventus FC,21,midfield,Italy,1350000.0,2,Serie A
Ismaël Boura,RC Lens,21,Defender,France,1350000.0,2,Ligue 1
Wilson Isidor,AS Monaco,20,attack,France,1350000.0,2,Ligue 1
Vincent Pajot,FC Metz,30,midfield,France,1350000.0,1,Ligue 1
Warren Tchimbembé,FC Metz,23,midfield,France,1350000.0,3,Ligue 1
Álvaro Giménez,Cádiz CF,30,attack,Spain,1350000.0,2,La Liga
Anthony Racioppi,Dijon FCO,22,Goalkeeper,Switzerland,1350000.0,3,Ligue 1
Giorgio Chiellini,Juventus FC,37,Defender,Italy,1350000.0,2,Serie A
Nico Williams,Athletic Bilbao,19,attack,Spain,1350000.0,fail,La Liga
Nacho Monreal,Real Sociedad,35,Defender,Spain,1350000.0,1,La Liga
Sidy Sarr,Nîmes Olympique,25,midfield,Senegal,1350000.0,2,Ligue 1
Maxime Le Marchand,Fulham FC,31,Defender,France,1350000.0,1,Premier League
Borja García,SD Huesca,30,midfield,Spain,1350000.0,2,La Liga
Patrick Wimmer,Arminia Bielefeld,20,midfield,Austria,1350000.0,4,Bundesliga
Karol Fila,RC Strasbourg Alsace,23,Defender,Poland,1350000.0,4,Ligue 1
Unai García,CA Osasuna,28,Defender,Spain,1350000.0,2,La Liga
Pablo Hervías,Real Valladolid CF,28,attack,Spain,1350000.0,1,La Liga
Saidy Janko,Real Valladolid CF,25,Defender,Switzerland,1350000.0,3,La Liga
Lukas Kübler,SC Freiburg,28,Defender,Germany,1350000.0,1,Bundesliga
Cote,CA Osasuna,31,Defender,Spain,1350000.0,2,La Liga
Rodri Sánchez,Real Betis Balompié,21,midfield,Spain,1350000.0,3,La Liga
Cyrus Christie,Fulham FC,28,Defender,Ireland,1350000.0,1,Premier League
Sava-Arangel Cestic,1. FC Köln,20,Defender,Serbia,1350000.0,3,Bundesliga
Víctor Camarasa,Real Betis Balompié,27,midfield,Spain,1350000.0,1,La Liga
Mehdi Chahiri,RC Strasbourg Alsace,25,attack,France,1350000.0,3,Ligue 1
Andrés Guardado,Real Betis Balompié,34,midfield,Mexico,1350000.0,1,La Liga
Nolito,Celta de Vigo,34,attack,Spain,1350000.0,1,La Liga
Nicolas Pallois,FC Nantes,33,Defender,France,1350000.0,1,Ligue 1
Paul Akouokou,Real Betis Balompié,23,midfield,Cote d'Ivoire,1350000.0,3,La Liga
Joaquín,Real Betis Balompié,40,attack,Spain,1350000.0,1,La Liga
Gabriel Silva,AS Saint-Étienne,30,Defender,Brazil,1350000.0,2,Ligue 1
Rober González,Real Betis Balompié,20,attack,Spain,1350000.0,3,La Liga
Jorge Molina,Granada CF,39,attack,Spain,1350000.0,1,La Liga
Antoñín,Granada CF,21,attack,Spain,1350000.0,3,La Liga
Fabián Orellana,Real Valladolid CF,35,attack,Chile,1350000.0,1,La Liga
Alessandro Plizzari,AC Milan,21,Goalkeeper,Italy,1350000.0,2,Serie A
Romain Hamouma,AS Saint-Étienne,34,attack,France,1350000.0,1,Ligue 1
Javier Pastore,AS Roma,32,midfield,Argentina,1350000.0,2,Serie A
Dani Vivian,Athletic Bilbao,22,Defender,Spain,1350000.0,2,La Liga
Tomas Koubek,FC Augsburg,28,Goalkeeper,Czech Republic,1350000.0,3,Bundesliga
Rafal Gikiewicz,FC Augsburg,33,Goalkeeper,Poland,1350000.0,2,Bundesliga
Anthony Modeste,1. FC Köln,33,attack,France,1350000.0,2,Bundesliga
Léo Leroy,Montpellier HSC,21,midfield,France,1350000.0,4,Ligue 1
Rúnar Alex Rúnarsson,Arsenal FC,26,Goalkeeper,Iceland,1350000.0,3,Premier League
Winston Reid,West Ham United,33,Defender,New Zealand,1350000.0,2,Premier League
Tiago Casasola,SS Lazio,26,Defender,Argentina,1350000.0,2,Serie A
Tomás Alarcón,Cádiz CF,22,midfield,Chile,1350000.0,4,La Liga
Domenico Criscito,Genoa CFC,34,Defender,Italy,1350000.0,2,Serie A
Iago Falque,Torino FC,31,attack,Spain,1350000.0,1,Serie A
David McGoldrick,Sheffield United,33,attack,Ireland,1350000.0,1,Premier League
Reinhold Ranftl,FC Schalke 04,29,midfield,Austria,1350000.0,3,Bundesliga
Federico Santander,Bologna FC 1909,30,attack,Paraguay,1350000.0,1,Serie A
Joris Gnagnon,Sevilla FC,24,Defender,France,1350000.0,2,La Liga
Danny Latza,FC Schalke 04,31,midfield,Germany,1350000.0,2,Bundesliga
Ahmad Benali,FC Crotone,29,midfield,Libya,1350000.0,2,Serie A
Milos Vulic,FC Crotone,24,midfield,Serbia,1350000.0,2,Serie A
Lorenzo De Silvestri,Bologna FC 1909,33,Defender,Italy,1350000.0,1,Serie A
Ermin Bicakcic,TSG 1899 Hoffenheim,31,Defender,Bosnia-Herzegovina,1350000.0,1,Bundesliga
Havard Nordtveit,TSG 1899 Hoffenheim,31,Defender,Norway,1350000.0,1,Bundesliga
Erik Pieters,Burnley FC,33,Defender,Netherlands,1350000.0,1,Premier League
Ian Poveda,Leeds United,21,attack,England,1350000.0,3,Premier League
Enrico Brignola,US Sassuolo,22,attack,Italy,1350000.0,2,Serie A
Mehdi Léris,UC Sampdoria,23,midfield,France,1350000.0,3,Serie A
Rhys Norrington-Davies,Sheffield United,22,Defender,Wales,1350000.0,3,Premier League
Luca Unbehaun,Borussia Dortmund,20,Goalkeeper,Germany,1350000.0,1,Bundesliga
Riccardo Improta,Benevento Calcio,27,attack,Italy,1350000.0,1,Serie A
Nikola Kalinic,Hellas Verona,33,attack,Croatia,1350000.0,1,Serie A
Alberto Cerri,Cagliari Calcio,25,attack,Italy,1350000.0,3,Serie A
Federico Barba,Benevento Calcio,27,Defender,Italy,1350000.0,2,Serie A
Timothy Chandler,Eintracht Frankfurt,31,Defender,United States,1350000.0,4,Bundesliga
José Callejón,ACF Fiorentina,34,attack,Spain,1350000.0,1,Serie A
Álex Blanco,Valencia CF,22,attack,Spain,1350000.0,1,La Liga
Daniele Verde,Spezia Calcio,25,attack,Italy,1350000.0,fail,Serie A
Julian Baumgartlinger,Bayer 04 Leverkusen,33,midfield,Austria,1350000.0,1,Bundesliga
Martin Kelly,Crystal Palace,31,Defender,England,1350000.0,0,Premier League
Cristo,Udinese Calcio,23,attack,Spain,1350000.0,3,Serie A
Robert Snodgrass,West Bromwich Albion,33,attack,Scotland,1350000.0,1,Premier League
Aleksander Buksa,Genoa CFC,18,attack,Poland,1350000.0,5,Serie A
Lennart Grill,Bayer 04 Leverkusen,22,Goalkeeper,Germany,1350000.0,3,Bundesliga
Tony Jantschke,Borussia Mönchengladbach,31,Defender,Germany,1260000.0,2,Bundesliga
Jacopo Segre,Torino FC,24,midfield,Italy,1260000.0,2,Serie A
Ibrahima Mbaye,Bologna FC 1909,26,Defender,Senegal,1260000.0,2,Serie A
Dominick Drexler,FC Schalke 04,31,midfield,Germany,1170000.0,2,Bundesliga
Keita Endo,1.FC Union Berlin,23,attack,Japan,1170000.0,1,Bundesliga
Alessandro Vogliacco,Benevento Calcio,22,Defender,Italy,1170000.0,1,Serie A
Lukas Haraslin,US Sassuolo,25,attack,Slovakia,1170000.0,2,Serie A
Niko Gießelmann,1.FC Union Berlin,29,Defender,Germany,1170000.0,fail,Bundesliga
Salvatore Molina,FC Crotone,29,midfield,Italy,1170000.0,2,Serie A
Casimir Ninga,SCO Angers,28,attack,Chad,1170000.0,2,Ligue 1
Ivan Radovanovic,Genoa CFC,32,Defender,Serbia,1170000.0,1,Serie A
Jacopo Petriccione,FC Crotone,26,midfield,Italy,1170000.0,3,Serie A
Joe Gelhardt,Leeds United,19,attack,England,1170000.0,3,Premier League
Rafael Czichos,1. FC Köln,31,Defender,Germany,1170000.0,1,Bundesliga
Luca Kilian,1.FSV Mainz 05,21,Defender,Germany,1170000.0,3,Bundesliga
Timo Becker,FC Schalke 04,24,Defender,Germany,1170000.0,2,Bundesliga
Keanan Bennetts,Borussia Mönchengladbach,22,midfield,England,1170000.0,1,Bundesliga
Ilija Nestorovski,Udinese Calcio,31,attack,North Macedonia,1170000.0,1,Serie A
Benjamin Hübner,TSG 1899 Hoffenheim,32,Defender,Germany,1170000.0,1,Bundesliga
Salva Ferrer,Spezia Calcio,23,Defender,Spain,1170000.0,2,Serie A
Fraser Hornby,Stade Reims,21,attack,Scotland,1130000.0,3,Ligue 1
Bruno Ecuele Manga,Dijon FCO,33,Defender,Gabon,1080000.0,1,Ligue 1
Billal Brahimi,Stade Reims,21,attack,France,1080000.0,1,Ligue 1
Pablo Insua,SD Huesca,27,Defender,Spain,1080000.0,2,La Liga
Pedro Brazão,OGC Nice,18,midfield,Portugal,1080000.0,1,Ligue 1
Sergio Álvarez,SD Eibar,29,midfield,Spain,1080000.0,1,La Liga
Vincent Manceau,SCO Angers,32,Defender,France,1080000.0,1,Ligue 1
Sergio Córdova,FC Augsburg,24,attack,Venezuela,1080000.0,4,Bundesliga
Mikel Balenziaga,Athletic Bilbao,33,Defender,Spain,1080000.0,1,La Liga
Ángel Montoro,Granada CF,33,midfield,Spain,1080000.0,1,La Liga
Javi Martínez,CA Osasuna,21,midfield,Spain,1080000.0,2,La Liga
Stanko Juric,Parma Calcio 1913,25,midfield,Croatia,1080000.0,4,Serie A
